coef,0.9871407094506846,,0.13328218753544102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6460137669004147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.8235537307609909,,,,,,,,,0.39535034868403174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15297327567724273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,1.0732314970246764,,,,,,,,,0.42551013462344034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5407879285946569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.7044585350862592,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7724559211345241,,,,,,,,,,,,,,,,,,,,,0.15919324329981838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.7113332061330954,,0.06203079911568999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6909223056133476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.7385264987195034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20472328611110693,-0.3534773193377907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.7385264986886915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3534773193403412,0.20472328614858593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.7363288392454923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5681512375326347,0.28506507210910026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.8314640464840675,,,,,,,,,0.3900568184642151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14181505063528307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.8680583230001065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2910322294987432,,0.6708812692935786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.922065271744006,,,,,,,,,0.4070300590069197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10589346366617283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.7610857399314267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2917563211078525,,,,0.5450706952839958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.8496757986378336,,,,,,,,,0.3925993423123784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139015521598072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.6569180317822616,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7833031829918164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1352539202290399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.6569180317796284,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7833031829920456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13525392023935975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.8966504848590192,,,,,,,,,0.40227158610242725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12601160177409887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.7583386061920291,,0.07277067209297886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2619288593076827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.919172724185729,,,,,,,,,0.4071661779780843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11009473684360159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.7506503700899112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9466497891696053,0.2186562575663022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.758499172312158,,0.08891656056988179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8673393745792384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.8945896588581578,,,,,,,,,0.40136462235332376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11935230646939021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.7428642092062391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28677626361963954,,,,,,,,,,,,,,,0.5637691305237752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.8625149582681327,,0.09496011734592304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8895739216230278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,1.066957624273981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5493521259250544,0.4196089261525182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.6801265593619101,,,,,,,,,,,,,0.2573753923862409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.753069925013527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.9188099097812499,,,,,,,,,0.4069594894788009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11148650093361077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.40963585554891435,,,,,,,-0.776952868078606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47923865847609115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,1.066957624249518,,,,,,,,,0.41960892620388557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5493521259099582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.8823389829542502,,,,,,,,,0.3988616225527964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1335368710843421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.9069660897787988,,,,,,,,,0.4036274897045157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12042649342446468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.8624060768310869,,,,,,,,,0.39535296283335103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1344197799280017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.9086566258713299,,,,,,,,,0.407041454523347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12335084787068165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.8902237061841186,,,,,,,,,0.39975551759397665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12061173176268528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.8770594327845327,,,,,,,,,0.3979907991624238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13619223695757027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.6509409517069324,,,,,,,,,,,,,0.252514828433414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6434084335403775,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.4581491432053561,,,,,,,,,,,,,,,,,,,,-0.2016316632835478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7788331248129455,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.5322763945311928,,,,,,,,,,,,,,,,,,,,,,,0.08452743492872307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6568683709958666,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.6988890478552483,,,,,,,,,,,,,0.25846264183566814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8107640815060003,,,,,,,,,,,,,,,,,,,,,,,,
coef,1.0745408107677872,,,,,,,,,0.4096685015509423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5870372649511312,,,,,,,,,,,,,,,,,,,,,,,
coef,0.8966492468479599,,,,,,,,,0.40345605935905793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1300887363780636,,,,,,,,,,,,,,,,,,,,,,
coef,0.9150898656882933,,,,,,,,,0.40406054255716667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11242729966801068,,,,,,,,,,,,,,,,,,,,,
coef,0.5800160810861772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.22433175831695737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6763887326193437,,,,,,,,,,,,,,,,,,,,
coef,0.6146361524516666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2877185964250741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6439314779123094,,,,,,,,,,,,,,,,,,,
coef,0.7133066001389531,,,,,,,,,,,,,0.26495086823017194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7377777137822472,,,,,,,,,,,,,,,,,,
coef,0.8500515714558752,,,,,,,,,0.39186063790467696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1379431932280795,,,,,,,,,,,,,,,,,
coef,0.6948847966292366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28774533160994975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6363300902677678,,,,,,,,,,,,,,,,
coef,0.9178275588902185,,,,,,,,,0.4010351684828826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12191119914425111,,,,,,,,,,,,,,,
coef,0.9264314236794323,,,,,,,,,0.3940220941532908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11913415753402329,,,,,,,,,,,,,,
coef,0.9038212459481518,,,,,,,,,0.39542356477316465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12663720565271328,,,,,,,,,,,,,
coef,0.8727665716764023,,,,,,,,,0.38011627062940573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13369054703553396,,,,,,,,,,,,
coef,0.62395551664989,,,,,,,,,,,,,0.2663296892340748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8670136775048246,,,,,,,,,,,
coef,1.0855153404910212,,,,,,,,,0.4080212773154738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.624076962913579,,,,,,,,,,
coef,0.8983480864930137,,,,,,,,,0.4030624409935197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14250166092770752,,,,,,,,,
coef,0.9048952511436469,,,,,,,,,0.4019085280786732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12566208731687087,,,,,,,,
coef,0.8582877773179339,,,,,,,,,0.39855293370060607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15303946416376307,,,,,,,
coef,0.8902919361484637,,,,,,,,,0.4039932034160564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12937711955415554,,,,,,
coef,0.8267088653448712,,,,,,,,,,,,,0.2562901619774928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8435306855241641,,,,,
coef,0.8855246776823344,,,,,,,,,0.39707914306461994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13151210462423413,,,,
coef,0.8807065815737618,,,,,,,,,0.39511855638428683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.131974900879738,,,
coef,0.8677781987634686,,,,,,,,,0.3964600968297024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14476428145189862,,
coef,0.9022957984865448,,0.14421767704723765,,,,,,,0.40023391590162766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.85714559195438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.31759732852373007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.615714527303245,
coef,0.4096358555469494,,,,,,,-0.7769528680386502,,0.47923865850541914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coef,0.41842418370217876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6532658011815415,,,,,,,,,,,,,,,,,,,,,,,,,-0.5195054865889398
